Active component type,Active component type formation energy,Active component type density,Active component content (wt percent),Promoter type,Promoter type formation energy,Promoter type density,Promoter content (wt percent),Support a type,Support a type formation energy,Support a type density,Support a content (wt percent),Support b type,Support b type formation energy,Support b type density,Preparation method,Preparation Scalability,Preparation cost,Calcination Temperature (C),Calcination time (h),Reduction Temperature (C),Reduction Pressure (bar),Reduction time (h),Reduced hydrogen content (vol percent),Temperature (C),Pressure (bar),Weight hourly space velocity [mgcat/(min·ml)],Content of inert components in raw materials (vol percent),h2/co2 ratio (mol/mol),co2 conversion ratio (percent),ch4 selectivity (percent),ch4 yield (percent),Reference
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,49.2,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,420,1,10,0,4,73.032,98.616,72.021,[14]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,49.2,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,440,1,10,0,4,71.484,97.929,70.004,[14]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,49.2,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,460,1,10,0,4,69.935,96.918,67.78,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,160,1,10,0,4,5.419,99.994,5.419,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,180,1,10,0,4,9.806,99.99,9.805,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,200,1,10,0,4,16.774,99.986,16.772,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,220,1,10,0,4,30.968,99.983,30.963,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,240,1,10,0,4,49.806,99.979,49.796,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,260,1,10,0,4,67.871,99.832,67.757,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,280,1,10,0,4,73.806,99.864,73.706,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,300,1,10,0,4,77.419,99.861,77.311,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,320,1,10,0,4,78.452,99.821,78.312,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,340,1,10,0,4,78.452,99.745,78.252,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,360,1,10,0,4,77.419,99.598,77.108,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,380,1,10,0,4,75.871,99.415,75.427,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,400,1,10,0,4,74.839,99.123,74.183,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,420,1,10,0,4,73.29,98.616,72.276,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,440,1,10,0,4,71.226,97.929,69.751,[14]
Ni,0.046,9.22,20,None,0,0,0,ZrO2,-3.755,6.04,43.8,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,460,1,10,0,4,69.935,96.954,67.805,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,160,1,10,0,4,0,99.994,0,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,180,1,10,0,4,2.581,99.99,2.581,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,200,1,10,0,4,13.677,99.986,13.675,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,220,1,10,0,4,32.516,99.983,32.51,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,240,1,10,0,4,60.387,99.979,60.374,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,260,1,10,0,4,70.71,99.904,70.642,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,280,1,10,0,4,75.097,99.9,75.022,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,300,1,10,0,4,77.419,99.897,77.339,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,320,1,10,0,4,77.161,99.857,77.051,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,340,1,10,0,4,76.645,99.781,76.477,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,360,1,10,0,4,75.097,99.634,74.822,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,380,1,10,0,4,73.806,99.486,73.427,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,400,1,10,0,4,72.258,99.159,71.65,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,420,1,10,0,4,70.452,98.652,69.502,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,440,1,10,0,4,68.387,97.929,66.971,[14]
Ni,0.046,9.22,30,None,0,0,0,ZrO2,-3.755,6.04,38.3,Al2O3,-3.352,3.87,SGP,4,3,550,6,500,1,10,100,460,1,10,0,4,66.581,96.774,64.433,[14]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI,5,1,500,3,500,1,1,100,200,1,1,20,4,1.205,100,1.205,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI,5,1,500,3,500,1,1,100,225,1,1,20,4,2.32,100,2.32,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI,5,1,500,3,500,1,1,100,235,1,1,20,4,3.715,100,3.715,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI,5,1,500,3,500,1,1,100,250,1,1,20,4,6.225,100,6.225,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI,5,1,500,3,500,1,1,100,275,1,1,20,4,15.428,99.88,15.409,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI,5,1,500,3,500,1,1,100,300,1,1,20,4,32.999,95.904,31.647,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI,5,1,500,3,500,1,1,100,350,1,1,20,4,67.86,95.783,64.998,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI,5,1,500,3,500,1,1,100,400,1,1,20,4,75.112,95.181,71.492,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI-DBD,3,5,500,3,500,1,1,100,200,1,1,20,4,1.763,100,1.763,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI-DBD,3,5,500,3,500,1,1,100,225,1,1,20,4,5.109,100,5.109,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI-DBD,3,5,500,3,500,1,1,100,235,1,1,20,4,7.898,100,7.898,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI-DBD,3,5,500,3,500,1,1,100,250,1,1,20,4,15.707,100,15.707,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI-DBD,3,5,500,3,500,1,1,100,275,1,1,20,4,50.848,99.88,50.787,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI-DBD,3,5,500,3,500,1,1,100,300,1,1,20,4,72.044,96.747,69.7,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI-DBD,3,5,500,3,500,1,1,100,350,1,1,20,4,79.574,96.988,77.177,[15]
Ni,0.046,9.22,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,IWI-DBD,3,5,500,3,500,1,1,100,400,1,1,20,4,77.622,96.386,74.817,[15]
Co,0.025,9.2,10,None,0,0,0,ZrO2,-3.755,6.04,90,None,0,0,WI,5,1,500,4,400,1,24,100,400,30,16.7,0,4,92.5,99.9,92.408,[16]
Co,0.025,9.2,10,None,0,0,0,SiO2,-3.04,2.63,90,None,0,0,WI,5,1,500,4,400,1,24,100,400,30,16.7,0,4,80.1,97.8,78.338,[16]
Co,0.025,9.2,10,None,0,0,0,Al2O3,-3.352,3.87,90,None,0,0,WI,5,1,500,4,400,1,24,100,400,30,16.7,0,4,77.8,96.5,75.077,[16]
Co,0.025,9.2,10,None,0,0,0,SiC,-0.204,3.23,90,None,0,0,WI,5,1,500,4,400,1,24,100,400,30,16.7,0,4,77.5,96.4,74.71,[16]
Co,0.025,9.2,10,None,0,0,0,TiO2,-3.316,3.86,90,None,0,0,WI,5,1,500,4,400,1,24,100,400,30,16.7,0,4,30.9,4.2,1.298,[16]
Co,0.025,9.2,10,None,0,0,0,AC,0.009,0.9,90,None,0,0,WI,5,1,500,4,400,1,24,100,400,30,16.7,0,4,40.5,90.8,36.774,[16]
Ru,0.131,12.32,0.89,None,0,0,0,CeO2,-3.755,6.99,99.11,None,0,0,WI,5,1,25,0,350,1,2,100,155,1,1.25,75,4,0.328,100,0.328,[17]
Ru,0.131,12.32,0.89,None,0,0,0,CeO2,-3.755,6.99,99.11,None,0,0,WI,5,1,25,0,350,1,2,100,175,1,1.25,75,4,0.656,99.717,0.654,[17]
Ru,0.131,12.32,0.89,None,0,0,0,CeO2,-3.755,6.99,99.11,None,0,0,WI,5,1,25,0,350,1,2,100,200,1,1.25,75,4,1.639,98.233,1.61,[17]
Ru,0.131,12.32,0.89,None,0,0,0,CeO2,-3.755,6.99,99.11,None,0,0,WI,5,1,25,0,350,1,2,100,225,1,1.25,75,4,6.23,98.551,6.14,[17]
Ru,0.131,12.32,0.89,None,0,0,0,CeO2,-3.755,6.99,99.11,None,0,0,WI,5,1,25,0,350,1,2,100,250,1,1.25,75,4,17.377,98.869,17.18,[17]
Ru,0.131,12.32,0.89,None,0,0,0,CeO2,-3.755,6.99,99.11,None,0,0,WI,5,1,25,0,350,1,2,100,275,1,1.25,75,4,40.328,99.187,40,[17]
Ru,0.131,12.32,0.89,None,0,0,0,CeO2,-3.755,6.99,99.11,None,0,0,WI,5,1,25,0,350,1,2,100,300,1,1.25,75,4,67.213,99.717,67.023,[17]
Ru,0.131,12.32,0.89,None,0,0,0,CeO2,-3.755,6.99,99.11,None,0,0,WI,5,1,25,0,350,1,2,100,325,1,1.25,75,4,81.639,99.611,81.321,[17]
Ru,0.131,12.32,0.89,None,0,0,0,CeO2,-3.755,6.99,99.11,None,0,0,WI,5,1,25,0,350,1,2,100,350,1,1.25,75,4,84.262,99.823,84.113,[17]
Ru,0.131,12.32,2.56,None,0,0,0,CeO2,-3.755,6.99,97.44,None,0,0,WI,5,1,25,0,350,1,2,100,155,1,1.25,75,4,0.328,100,0.328,[17]
Ru,0.131,12.32,2.56,None,0,0,0,CeO2,-3.755,6.99,97.44,None,0,0,WI,5,1,25,0,350,1,2,100,175,1,1.25,75,4,1.639,99.823,1.636,[17]
Ru,0.131,12.32,2.56,None,0,0,0,CeO2,-3.755,6.99,97.44,None,0,0,WI,5,1,25,0,350,1,2,100,200,1,1.25,75,4,4.262,99.399,4.236,[17]
Ru,0.131,12.32,2.56,None,0,0,0,CeO2,-3.755,6.99,97.44,None,0,0,WI,5,1,25,0,350,1,2,100,225,1,1.25,75,4,13.115,99.399,13.036,[17]
Ru,0.131,12.32,2.56,None,0,0,0,CeO2,-3.755,6.99,97.44,None,0,0,WI,5,1,25,0,350,1,2,100,250,1,1.25,75,4,36.393,99.505,36.213,[17]
Ru,0.131,12.32,2.56,None,0,0,0,CeO2,-3.755,6.99,97.44,None,0,0,WI,5,1,25,0,350,1,2,100,275,1,1.25,75,4,68.852,99.505,68.511,[17]
Ru,0.131,12.32,2.56,None,0,0,0,CeO2,-3.755,6.99,97.44,None,0,0,WI,5,1,25,0,350,1,2,100,300,1,1.25,75,4,85.902,100,85.902,[17]
Ru,0.131,12.32,2.56,None,0,0,0,CeO2,-3.755,6.99,97.44,None,0,0,WI,5,1,25,0,350,1,2,100,325,1,1.25,75,4,88.525,99.929,88.462,[17]
Ru,0.131,12.32,2.56,None,0,0,0,CeO2,-3.755,6.99,97.44,None,0,0,WI,5,1,25,0,350,1,2,100,350,1,1.25,75,4,88.525,99.929,88.462,[17]
Ru,0.131,12.32,3.7,None,0,0,0,CeO2,-3.755,6.99,96.3,None,0,0,WI,5,1,25,0,350,1,2,100,155,1,1.25,75,4,0.328,100,0.328,[17]
Ru,0.131,12.32,3.7,None,0,0,0,CeO2,-3.755,6.99,96.3,None,0,0,WI,5,1,25,0,350,1,2,100,175,1,1.25,75,4,0.656,99.823,0.655,[17]
Ru,0.131,12.32,3.7,None,0,0,0,CeO2,-3.755,6.99,96.3,None,0,0,WI,5,1,25,0,350,1,2,100,200,1,1.25,75,4,1.639,98.233,1.61,[17]
Ru,0.131,12.32,3.7,None,0,0,0,CeO2,-3.755,6.99,96.3,None,0,0,WI,5,1,25,0,350,1,2,100,225,1,1.25,75,4,5.246,98.763,5.181,[17]
Ru,0.131,12.32,3.7,None,0,0,0,CeO2,-3.755,6.99,96.3,None,0,0,WI,5,1,25,0,350,1,2,100,250,1,1.25,75,4,14.098,98.869,13.939,[17]
Ru,0.131,12.32,3.7,None,0,0,0,CeO2,-3.755,6.99,96.3,None,0,0,WI,5,1,25,0,350,1,2,100,275,1,1.25,75,4,33.115,99.187,32.846,[17]
Ru,0.131,12.32,3.7,None,0,0,0,CeO2,-3.755,6.99,96.3,None,0,0,WI,5,1,25,0,350,1,2,100,300,1,1.25,75,4,61.311,99.611,61.073,[17]
Ru,0.131,12.32,3.7,None,0,0,0,CeO2,-3.755,6.99,96.3,None,0,0,WI,5,1,25,0,350,1,2,100,325,1,1.25,75,4,80.984,99.611,80.669,[17]
Ru,0.131,12.32,3.7,None,0,0,0,CeO2,-3.755,6.99,96.3,None,0,0,WI,5,1,25,0,350,1,2,100,350,1,1.25,75,4,84.262,99.929,84.202,[17]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,WI,5,1,500,4,450,1,1,100,200,1,3,60,4,8.667,99.007,8.581,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,WI,5,1,500,4,450,1,1,100,225,1,3,60,4,20,99.701,19.94,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,WI,5,1,500,4,450,1,1,100,250,1,3,60,4,28.833,99.639,28.729,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,WI,5,1,500,4,450,1,1,100,275,1,3,60,4,42.833,99.531,42.632,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,WI,5,1,500,4,450,1,1,100,300,1,3,60,4,49.833,99.361,49.515,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,WI,5,1,500,4,450,1,1,100,325,1,3,60,4,51.667,99.204,51.256,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,WI,5,1,500,4,450,1,1,100,350,1,3,60,4,51.667,98.65,50.969,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,AE,3,2,500,4,450,1,1,100,200,1,3,60,4,12.667,99.66,12.624,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,AE,3,2,500,4,450,1,1,100,225,1,3,60,4,24.833,99.762,24.774,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,AE,3,2,500,4,450,1,1,100,250,1,3,60,4,45.5,99.701,45.364,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,AE,3,2,500,4,450,1,1,100,275,1,3,60,4,55.5,99.741,55.356,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,AE,3,2,500,4,450,1,1,100,300,1,3,60,4,56.333,99.673,56.149,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,AE,3,2,500,4,450,1,1,100,325,1,3,60,4,54.5,99.51,54.233,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,AE,3,2,500,4,450,1,1,100,350,1,3,60,4,54.167,99.49,53.891,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPA,3,3,500,4,450,1,1,100,200,1,3,60,4,3.833,97.612,3.741,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPA,3,3,500,4,450,1,1,100,225,1,3,60,4,6.333,98.864,6.261,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPA,3,3,500,4,450,1,1,100,250,1,3,60,4,12.167,99.15,12.064,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPA,3,3,500,4,450,1,1,100,275,1,3,60,4,22.833,99.109,22.63,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPA,3,3,500,4,450,1,1,100,300,1,3,60,4,35.833,98.864,35.426,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPA,3,3,500,4,450,1,1,100,325,1,3,60,4,41.333,98.755,40.818,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPA,3,3,500,4,450,1,1,100,350,1,3,60,4,44.833,98.544,44.18,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPU,4,3,500,4,450,1,1,100,200,1,3,60,4,4.833,99.286,4.798,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPU,4,3,500,4,450,1,1,100,225,1,3,60,4,9,99.571,8.961,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPU,4,3,500,4,450,1,1,100,250,1,3,60,4,32.167,99.605,32.04,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPU,4,3,500,4,450,1,1,100,275,1,3,60,4,41.333,99.531,41.139,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPU,4,3,500,4,450,1,1,100,300,1,3,60,4,50.833,99.361,50.508,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPU,4,3,500,4,450,1,1,100,325,1,3,60,4,48.833,99.204,48.444,[18]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,51.7,ZrO2,-3.755,6.04,DPU,4,3,500,4,450,1,1,100,350,1,3,60,4,48.667,99.109,48.233,[18]
Ni,0.046,9.22,13.8,None,0,0,0,Al2O3,-3.352,3.87,86.2,None,0,0,WI,5,1,700,5,25,1,0,0,300,1,1.1,0,5,0.1,59,0.059,[19]
Ni,0.046,9.22,13.8,None,0,0,0,Al2O3,-3.352,3.87,86.2,None,0,0,WI,5,1,700,5,25,1,0,0,400,1,1.1,0,5,2,57,1.14,[19]
Ni,0.046,9.22,13.8,None,0,0,0,Al2O3,-3.352,3.87,86.2,None,0,0,WI,5,1,700,5,25,1,0,0,500,1,1.1,0,5,7,47,3.29,[19]
Ni,0.046,9.22,28,None,0,0,0,Al2O3,-3.352,3.87,72,None,0,0,WI,5,1,700,5,25,1,0,0,300,1,1.1,0,5,0.5,53,0.265,[19]
Ni,0.046,9.22,28,None,0,0,0,Al2O3,-3.352,3.87,72,None,0,0,WI,5,1,700,5,25,1,0,0,400,1,1.1,0,5,4,67,2.68,[19]
Ni,0.046,9.22,28,None,0,0,0,Al2O3,-3.352,3.87,72,None,0,0,WI,5,1,700,5,25,1,0,0,500,1,1.1,0,5,51,68,34.68,[19]
Ni,0.046,9.22,55.6,None,0,0,0,Al2O3,-3.352,3.87,44.4,None,0,0,WI,5,1,700,5,25,1,0,0,300,1,1.1,0,5,7,82,5.74,[19]
Ni,0.046,9.22,55.6,None,0,0,0,Al2O3,-3.352,3.87,44.4,None,0,0,WI,5,1,700,5,25,1,0,0,400,1,1.1,0,5,42,81,34.02,[19]
Ni,0.046,9.22,55.6,None,0,0,0,Al2O3,-3.352,3.87,44.4,None,0,0,WI,5,1,700,5,25,1,0,0,500,1,1.1,0,5,71,86,61.06,[19]
Ni,0.046,9.22,100,None,0,0,0,None,0,0,0,None,0,0,commercial,5,1,700,5,25,1,0,0,300,1,1.1,0,5,8,29,2.32,[19]
Ni,0.046,9.22,100,None,0,0,0,None,0,0,0,None,0,0,commercial,5,1,700,5,25,1,0,0,400,1,1.1,0,5,44,58,25.52,[19]
Ni,0.046,9.22,100,None,0,0,0,None,0,0,0,None,0,0,commercial,5,1,700,5,25,1,0,0,500,1,1.1,0,5,51,33,16.83,[19]
Ni,0.046,9.22,13.8,None,0,0,0,Al2O3,-3.352,3.87,86.2,None,0,0,WI,5,1,700,5,700,1,1,20,250,1,1.1,0,5,1,100,1,[19]
Ni,0.046,9.22,13.8,None,0,0,0,Al2O3,-3.352,3.87,86.2,None,0,0,WI,5,1,700,5,700,1,1,20,300,1,1.1,0,5,6,100,6,[19]
Ni,0.046,9.22,13.8,None,0,0,0,Al2O3,-3.352,3.87,86.2,None,0,0,WI,5,1,700,5,700,1,1,20,400,1,1.1,0,5,50,100,50,[19]
Ni,0.046,9.22,13.8,None,0,0,0,Al2O3,-3.352,3.87,86.2,None,0,0,WI,5,1,700,5,700,1,1,20,500,1,1.1,0,5,75,100,75,[19]
Ni,0.046,9.22,5,None,0,0,0,MSN,0.61,2.31,95,None,0,0,WI,5,1,550,3,500,1,4,100,300,1,1.2,0,4,64.1,99.9,64.036,[20]
Ni,0.046,9.22,5,None,0,0,0,MCM-41,-3.04,2.2,95,None,0,0,WI,5,1,550,3,500,1,4,100,300,1,1.2,0,4,56.5,98.3,55.54,[20]
Ni,0.046,9.22,5,None,0,0,0,Zeolite,-3.081,1.561428571,95,None,0,0,WI,5,1,550,3,500,1,4,100,300,1,1.2,0,4,48.5,96.4,46.754,[20]
Ni,0.046,9.22,5,None,0,0,0,SiO2,-3.04,2.63,95,None,0,0,WI,5,1,550,3,500,1,4,100,300,1,1.2,0,4,42.4,96.6,40.958,[20]
Ni,0.046,9.22,5,None,0,0,0,Al2O3,-3.352,3.87,95,None,0,0,WI,5,1,550,3,500,1,4,100,300,1,1.2,0,4,27.6,95.2,26.275,[20]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,600,3,600,1,0.5,5,250,1,6,0,4,29.114,99.441,28.951,[21]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,600,3,600,1,0.5,5,300,1,6,0,4,87.595,100,87.595,[21]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,600,3,600,1,0.5,5,350,1,6,0,4,92.152,100,92.152,[21]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,600,3,600,1,0.5,5,400,1,6,0,4,87.595,99.627,87.268,[21]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,600,3,600,1,0.5,5,450,1,6,0,4,81.519,98.509,80.304,[21]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,600,3,600,1,0.5,5,500,1,6,0,4,74.684,94.534,70.602,[21]
Ni,0.046,9.22,10,None,0,0,0,CeO2,-3.755,6.99,90,None,0,0,WI,5,1,600,3,600,1,0.5,5,550,1,6,0,4,67.468,86.335,58.248,[21]
Ni,0.046,9.22,10,None,0,0,0,Al2O3,-3.352,3.87,90,None,0,0,WI,5,1,600,3,600,1,0.5,5,250,1,6,0,4,5.19,90.311,4.687,[21]
Ni,0.046,9.22,10,None,0,0,0,Al2O3,-3.352,3.87,90,None,0,0,WI,5,1,600,3,600,1,0.5,5,300,1,6,0,4,23.038,94.658,21.807,[21]
